Loading assemblies from: C:\Users\Tal\AppData\Local\Apps\2.0\X5MLETMC.WLM\5NNM9X0W.CBM\mtgo..tion_a7d96b15d2cce030_0003.0004_b5d581d94d59763e
opcode	type
407	WotC.MTGO.Common.Message.FlsEcomStoreOrderDetailHistoryRespMessage
408	WotC.MTGO.Common.Message.FlsEcomStoreOrderHistoryErrorMessage
409	WotC.MTGO.Common.Message.PpsPlatformPaymentCompleteFafMessage
410	WotC.MTGO.Common.Message.PpsPlatformPaymentInitiateReqMessage
411	WotC.MTGO.Common.Message.PpsPlatformPaymentInitiateRespMessage
415	WotC.MTGO.Common.Message.ChatSendListMessage
416	WotC.MTGO.Common.Message.FlsEcomTimestampMessage
417	WotC.MTGO.Common.Message.FlsEcomTimestampCurrentMessage
418	WotC.MTGO.Common.Message.FlsEcomTimestampUpdateMessage
419	WotC.MTGO.Common.Message.FlsStoreListMessage
420	WotC.MTGO.Common.Message.FlsCatalogListMessage
421	WotC.MTGO.Common.Message.FlsEcomNoStoresMessage
422	WotC.MTGO.Common.Message.FlsEcomStoreNotFoundMessage
423	WotC.MTGO.Common.Message.FlsEcomBasketMessage
424	WotC.MTGO.Common.Message.FlsEcomBasketSubmitSuccessMessage
425	WotC.MTGO.Common.Message.FlsEcomBasketSubmitFailureMessage
426	WotC.MTGO.Common.Message.FlsEcomBasketClearedMessage
427	WotC.MTGO.Common.Message.FlsEcomErrorMessage
428	WotC.MTGO.Common.Message.FlsPermissionDeniedMessage
429	WotC.MTGO.Common.Message.FlsEcomAddresslistMessage
430	WotC.MTGO.Common.Message.FlsEcomAddresslistFailureMessage
431	WotC.MTGO.Common.Message.FlsEcomAddressCreatedMessage
432	WotC.MTGO.Common.Message.FlsEcomAddressCreateFailureMessage
433	WotC.MTGO.Common.Message.FlsEcomAddressRemovedMessage
434	WotC.MTGO.Common.Message.FlsEcomAddressRemoveFailureMessage
435	WotC.MTGO.Common.Message.FlsEcomDefaultAddressSetMessage
436	WotC.MTGO.Common.Message.FlsEcomDefaultAddressSetFailureMessage
437	WotC.MTGO.Common.Message.FlsEcomShippingMethodsMessage
438	WotC.MTGO.Common.Message.FlsEcomShippingMethodsFailureMessage
439	WotC.MTGO.Common.Message.AdmCountryTaxSetReqMessage
440	WotC.MTGO.Common.Message.AdmCountryTaxSetRespMessage
441	WotC.MTGO.Common.Message.DosCountryTaxSetReqMessage
442	WotC.MTGO.Common.Message.DosCountryTaxSetRespMessage
443	WotC.MTGO.Common.Message.AdmStateprovinceTaxSetReqMessage
444	WotC.MTGO.Common.Message.AdmStateprovinceTaxSetRespMessage
445	WotC.MTGO.Common.Message.DosStateprovinceTaxSetReqMessage
446	WotC.MTGO.Common.Message.DosStateprovinceTaxSetRespMessage
512	WotC.MTGO.Common.Message.FlsUserLoginRespMessage
514	WotC.MTGO.Common.Message.DuplicateUserForcedLogoffMessage
515	WotC.MTGO.Common.Message.ServerLoginDupMessage
516	WotC.MTGO.Common.Message.ServerDisconnectMessage
518	WotC.MTGO.Common.Message.UserDropSystemStateChangeMessage
520	WotC.MTGO.Common.Message.SetReplaysAllowedMessage
521	WotC.MTGO.Common.Message.ReplaysAreAllowedMessage
522	WotC.MTGO.Common.Message.UserLeftSystemMessage
523	WotC.MTGO.Common.Message.SystemHeartbeatReqMessage
524	WotC.MTGO.Common.Message.GetReplaysAllowedMessage
528	WotC.MTGO.Common.Message.HeartbeatReqMessage
545	WotC.MTGO.Common.Message.ChannelListMessage
546	WotC.MTGO.Common.Message.ChannelInfoMessage
547	WotC.MTGO.Common.Message.ChannelClosedMessage
548	WotC.MTGO.Common.Message.ChannelAlreadyExistsMessage
549	WotC.MTGO.Common.Message.ChannelCreatedMessage
551	WotC.MTGO.Common.Message.ChannelDeletedMessage
576	WotC.MTGO.Common.Message.UserListMessage
577	WotC.MTGO.Common.Message.UserJoinedChannelMessage
578	WotC.MTGO.Common.Message.UserLeftChannelMessage
579	WotC.MTGO.Common.Message.MiniUserListMessage
580	WotC.MTGO.Common.Message.MiniUserIdListMessage
581	WotC.MTGO.Common.Message.MiniUserMarketplaceListMessage
582	WotC.MTGO.Common.Message.MiniUserIdListDecMessage
583	WotC.MTGO.Common.Message.UserInfoMessage
584	WotC.MTGO.Common.Message.ChatMessageMessage
585	WotC.MTGO.Common.Message.InvitePrivateChannelMessage
586	WotC.MTGO.Common.Message.FlsLoginChangePwdReqMessage
587	WotC.MTGO.Common.Message.FlsLoginChangePwdSuccessMessage
588	WotC.MTGO.Common.Message.FlsLoginChangePwdFailureRespMessage
589	WotC.MTGO.Common.Message.MarketplaceChangeFailedMessage
590	WotC.MTGO.Common.Message.FlsChangeAvatarReqMessage
591	WotC.MTGO.Common.Message.OperationNotPermittedMessage
672	WotC.MTGO.Common.Message.FlsMatchCullRequestMessage
673	WotC.MTGO.Common.Message.FlsPlayerEventJoinChatReqMessage
674	WotC.MTGO.Common.Message.FlsPlayerEventLeaveChatReqMessage
675	WotC.MTGO.Common.Message.FlsPlayerEventJoinChatSuccessMessage
676	WotC.MTGO.Common.Message.FlsPlayerEventLeaveChatSuccessMessage
688	WotC.MTGO.Common.Message.FlsLeagueUserJoinReqMessage
689	WotC.MTGO.Common.Message.FlsLeagueUserJoinRespMessage
691	WotC.MTGO.Common.Message.FlsLeagueUserUpdateDeckReqMessage
692	WotC.MTGO.Common.Message.FlsLeagueUserUpdateDeckRespMessage
695	WotC.MTGO.Common.Message.FlsLeagueUserAddProductReqMessage
696	WotC.MTGO.Common.Message.FlsLeagueUserAddProductRespMessage
697	WotC.MTGO.Common.Message.FlsLeagueUserJoinQueueReqMessage
698	WotC.MTGO.Common.Message.FlsLeagueUserJoinQueueRespMessage
699	WotC.MTGO.Common.Message.FlsLeagueUserExitQueueReqMessage
700	WotC.MTGO.Common.Message.FlsLeagueUserExitQueueRespMessage
701	WotC.MTGO.Common.Message.FlsLeagueUserPairingUpdateMessage
703	WotC.MTGO.Common.Message.FlsLeagueUserPairingAcceptedReqMessage
704	WotC.MTGO.Common.Message.FlsLeagueUserPairingAcceptedRespMessage
705	WotC.MTGO.Common.Message.FlsLeagueUserStandingsReqMessage
706	WotC.MTGO.Common.Message.FlsLeagueUserStandingsRespMessage
707	WotC.MTGO.Common.Message.FlsLeagueUserStandingsUpdatedMessage
709	WotC.MTGO.Common.Message.FlsLeagueUserDropReqMessage
710	WotC.MTGO.Common.Message.FlsLeagueUserDropRespMessage
711	WotC.MTGO.Common.Message.FlsLeagueUpdatedMessage
715	WotC.MTGO.Common.Message.FlsLeagueLoginsUpdatedMessage
716	WotC.MTGO.Common.Message.FlsLeagueMatchStartedMessage
717	WotC.MTGO.Common.Message.FlsLeagueUserDecksReqMessage
718	WotC.MTGO.Common.Message.FlsLeagueUserDecksRespMessage
721	WotC.MTGO.Common.Message.FlsLeagueUserRemoveDeckReqMessage
722	WotC.MTGO.Common.Message.FlsLeagueUserAwardsAvailableUpdatedMessage
723	WotC.MTGO.Common.Message.FlsLeagueUserAwardsSyncReqMessage
724	WotC.MTGO.Common.Message.FlsLeagueUserAwardsSyncRespMessage
736	WotC.MTGO.Common.Message.AdmLeagueCreateReqMessage
737	WotC.MTGO.Common.Message.AdmLeagueCreateRespMessage
738	WotC.MTGO.Common.Message.AdmLeagueEditReqMessage
739	WotC.MTGO.Common.Message.AdmLeagueEditRespMessage
744	WotC.MTGO.Common.Message.AdmLeagueForceCourseStateReqMessage
745	WotC.MTGO.Common.Message.AdmLeagueForceCourseStateRespMessage
746	WotC.MTGO.Common.Message.AdmLeagueTerminateReqMessage
747	WotC.MTGO.Common.Message.AdmLeagueTerminateRespMessage
748	WotC.MTGO.Common.Message.AdmLeagueForcePlayerPairingReqMessage
749	WotC.MTGO.Common.Message.AdmLeagueForcePlayerPairingRespMessage
751	WotC.MTGO.Common.Message.AdmLeagueUpdatePauseStateReqMessage
752	WotC.MTGO.Common.Message.AdmLeagueUpdatePauseStateRespMessage
753	WotC.MTGO.Common.Message.AdmLeagueModifyMatchesReqMessage
754	WotC.MTGO.Common.Message.AdmLeagueModifyMatchesRespMessage
755	WotC.MTGO.Common.Message.AdmLeaguePoolViewReqMessage
756	WotC.MTGO.Common.Message.AdmLeaguePoolViewRespMessage
757	WotC.MTGO.Common.Message.AdmLeaguePoolUnlockReqMessage
758	WotC.MTGO.Common.Message.AdmLeaguePoolUnlockRespMessage
759	WotC.MTGO.Common.Message.AdmLeagueReturnEntryFeesReqMessage
760	WotC.MTGO.Common.Message.AdmLeagueReturnEntryFeesRespMessage
761	WotC.MTGO.Common.Message.FlsLeagueUserCourseHistoryReqMessage
762	WotC.MTGO.Common.Message.FlsLeagueUserCourseHistoryRespMessage
763	WotC.MTGO.Common.Message.FlsLeagueUserMatchHistoryUpdatedMessage
768	WotC.MTGO.Common.Message.AdmLeagueRemovePlayersReqMessage
769	WotC.MTGO.Common.Message.AdmLeagueRemovePlayersRespMessage
770	WotC.MTGO.Common.Message.AdmLeagueSendMsgToPlayersReqMessage
771	WotC.MTGO.Common.Message.AdmLeagueSendMsgToPlayersRespMessage
772	WotC.MTGO.Common.Message.AdmLeagueGetPrizesOnExitReqMessage
773	WotC.MTGO.Common.Message.AdmLeagueGetPrizesOnExitRespMessage
774	WotC.MTGO.Common.Message.AdmLeagueGlobalUpdatePauseStateReqMessage
775	WotC.MTGO.Common.Message.AdmLeagueGlobalUpdatePauseStateRespMessage
776	WotC.MTGO.Common.Message.FlsLeagueUserPairUpReqMessage
777	WotC.MTGO.Common.Message.FlsLeagueUserPairUpRespMessage
778	WotC.MTGO.Common.Message.AdmTournamentStructuresReqMessage
779	WotC.MTGO.Common.Message.AdmTournamentStructuresRespMessage
780	WotC.MTGO.Common.Message.FlsLeagueUserSetActiveDeckReqMessage
781	WotC.MTGO.Common.Message.FlsLeagueUserSetActiveDeckRespMessage
782	WotC.MTGO.Common.Message.FlsLeagueUserRenameDeckReqMessage
783	WotC.MTGO.Common.Message.FlsLeagueUserRenameDeckRespMessage
784	WotC.MTGO.Common.Message.FlsPlayerEventUpdateDescriptionReqMessage
785	WotC.MTGO.Common.Message.FlsPlayerEventUpdateDescriptionRespMessage
786	WotC.MTGO.Common.Message.FlsTournamentQualificationForceReqMessage
787	WotC.MTGO.Common.Message.FlsTournamentQualificationUpdateListMessage
788	WotC.MTGO.Common.Message.FlsTournamentQualificationForceRespMessage
789	WotC.MTGO.Common.Message.FlsTournamentRecurrencePreventReqMessage
790	WotC.MTGO.Common.Message.FlsTournamentRecurrencePreventRespMessage
791	WotC.MTGO.Common.Message.FlsLeagueUserRemoveDeckRespMessage
792	WotC.MTGO.Common.Message.FlsLeagueUserCreateDeckReqMessage
793	WotC.MTGO.Common.Message.FlsLeagueUserCreateDeckRespMessage
794	WotC.MTGO.Common.Message.FlsLeagueAnnounceMessage
795	WotC.MTGO.Common.Message.FlsLeagueUserProcessCompletedMatchFailedMessage
796	WotC.MTGO.Common.Message.FlsLeagueDissociateMatchMessage
797	WotC.MTGO.Common.Message.FlsLeagueUserJoinDraftQueueReqMessage
798	WotC.MTGO.Common.Message.FlsLeagueUserJoinDraftQueueRespMessage
799	WotC.MTGO.Common.Message.FlsLeagueUserExitDraftQueueReqMessage
800	WotC.MTGO.Common.Message.FlsLeagueUserExitDraftQueueRespMessage
802	WotC.MTGO.Common.Message.FlsLeagueUserJoinDraftReqMessage
803	WotC.MTGO.Common.Message.FlsLeagueUserJoinDraftRespMessage
804	WotC.MTGO.Common.Message.FlsLeagueBoosterDraftSubmitPickMessage
805	WotC.MTGO.Common.Message.FlsLeagueLeaderboardReqMessage
806	WotC.MTGO.Common.Message.FlsLeagueLeaderboardRespMessage
807	WotC.MTGO.Common.Message.FlsLeagueLeaderboardUpdatedMessage
808	WotC.MTGO.Common.Message.AdmTournamentStructureUpdateReqMessage
809	WotC.MTGO.Common.Message.DosTournamentStructureUpdateReqMessage
817	WotC.MTGO.Common.Message.FlsGetUserSocketInfoMessage
818	WotC.MTGO.Common.Message.UserSocketInfoMessage
819	WotC.MTGO.Common.Message.FlsEscrowErrorMessage
820	WotC.MTGO.Common.Message.FlsEscrowInvalidParticipantMessage
821	WotC.MTGO.Common.Message.FlsEscrowCanceledMessage
822	WotC.MTGO.Common.Message.FlsEscrowIncompleteMessage
823	WotC.MTGO.Common.Message.FlsEscrowCompleteMessage
824	WotC.MTGO.Common.Message.FlsEscrowInvalidMessage
848	WotC.MTGO.Common.Message.CollectionListMessage
870	WotC.MTGO.Common.Message.FlsTournamentQualificationsReqMessage
871	WotC.MTGO.Common.Message.FlsTournamentQualificationsRespMessage
872	WotC.MTGO.Common.Message.FlsTournamentPlayerIsEliminatedMessage
873	WotC.MTGO.Common.Message.FlsPlayerEventDataBlobMessage
928	WotC.MTGO.Common.Message.DosMatchGameStartReqMessage
929	WotC.MTGO.Common.Message.FlsGameCreateAndJoinMessage
932	WotC.MTGO.Common.Message.FlsGameCloseEntryReqMessage
933	WotC.MTGO.Common.Message.FlsGameReadyToStartMessage
934	WotC.MTGO.Common.Message.FlsGameSubscribeToUpdatesMessage
935	WotC.MTGO.Common.Message.FlsGameEndSubscriptionMessage
936	WotC.MTGO.Common.Message.FlsGameDebugDumpGameReqMessage
937	WotC.MTGO.Common.Message.FlsGameSendGameChatMessage
938	WotC.MTGO.Common.Message.FlsGameWatchReqMessage
940	WotC.MTGO.Common.Message.FlsGameSubmitSideboardMessage
943	WotC.MTGO.Common.Message.FlsPlayerEventEjectFafMessage
944	WotC.MTGO.Common.Message.FlsGameInsufficientCardsInCollectionMessage
945	WotC.MTGO.Common.Message.FlsGameInvalidDeckMessage
946	WotC.MTGO.Common.Message.FlsPlayerEventJoinReqMessage
947	WotC.MTGO.Common.Message.FlsPlayerEventRemoveReqMessage
948	WotC.MTGO.Common.Message.FlsTournamentRoundResultMessage
950	WotC.MTGO.Common.Message.FlsGameReadyToStartAckMessage
953	WotC.MTGO.Common.Message.FlsGameDuplicateGuidMessage
954	WotC.MTGO.Common.Message.FlsGameGameNotFoundMessage
955	WotC.MTGO.Common.Message.FlsGameInvalidStateMessage
956	WotC.MTGO.Common.Message.FlsGameSubscriptionStartedMessage
957	WotC.MTGO.Common.Message.FlsGameSubscriptionInvalidMessage
959	WotC.MTGO.Common.Message.FlsEventSyncMessage
960	WotC.MTGO.Common.Message.FlsGameCreatedMessage
962	WotC.MTGO.Common.Message.FlsGameCreateFailureMessage
963	WotC.MTGO.Common.Message.FlsGameDebugDumpGameMessage
964	WotC.MTGO.Common.Message.FlsGameGameChatMessage
965	WotC.MTGO.Common.Message.FlsGameSubscriptionUpdatedMessage
966	WotC.MTGO.Common.Message.FlsGameWatchRespMessage
967	WotC.MTGO.Common.Message.FlsGameGameEndedMessage
968	WotC.MTGO.Common.Message.FlsGameGameListMessage
969	WotC.MTGO.Common.Message.FlsGameSubmitSideboardSuccessMessage
970	WotC.MTGO.Common.Message.FlsGameSubmitSideboardFailureMessage
971	WotC.MTGO.Common.Message.FlsGameSideboardTimeExpiredMessage
972	WotC.MTGO.Common.Message.FlsMatchConcedeMessage
973	WotC.MTGO.Common.Message.FlsPlayerEventRemoveFromSystemMessage
974	WotC.MTGO.Common.Message.DosSideboardTimeExpiredGameAlreadyExistsMessage
976	WotC.MTGO.Common.Message.FlsQueueJoinFailureMessage
977	WotC.MTGO.Common.Message.FlsSyncMatchConcedeFafMessage
978	WotC.MTGO.Common.Message.FlsQueueDropFailureMessage
980	WotC.MTGO.Common.Message.FlsMatchJoinFailureMessage
982	WotC.MTGO.Common.Message.FlsPlayerEventCurrentEventListReqMessage
983	WotC.MTGO.Common.Message.FlsPlayerEventCurrentEventListMessage
986	WotC.MTGO.Common.Message.FlsTournamentJoinFailureMessage
988	WotC.MTGO.Common.Message.AdmPlayerEventEjectReqMessage
989	WotC.MTGO.Common.Message.FlsTournamentDropFailureMessage
990	WotC.MTGO.Common.Message.FlsMatchPlayerOrderMessage
991	WotC.MTGO.Common.Message.AdmPlayerEventEjectRespMessage
992	WotC.MTGO.Common.Message.FlsQueuedmessageSendReqMessage
993	WotC.MTGO.Common.Message.FlsQueuedmessageGetbySenderReqMessage
994	WotC.MTGO.Common.Message.FlsQueuedmessageGetbyMessagetypeReqMessage
995	WotC.MTGO.Common.Message.FlsQueuedmessageGetallReqMessage
996	WotC.MTGO.Common.Message.FlsQueuedmessageDeleteReqMessage
997	WotC.MTGO.Common.Message.FlsQueuedmessageDeleteallReqMessage
998	WotC.MTGO.Common.Message.FlsQueuedmessageMessagesentMessage
999	WotC.MTGO.Common.Message.FlsQueuedmessageQueuefullMessage
1000	WotC.MTGO.Common.Message.FlsQueuedmessageInvalidMessageidMessage
1001	WotC.MTGO.Common.Message.FlsQueuedmessageInvalidSenderMessage
1002	WotC.MTGO.Common.Message.FlsQueuedmessageInvalidReceiverMessage
1003	WotC.MTGO.Common.Message.FlsQueuedmessageInvalidGetmsgtypeMessage
1004	WotC.MTGO.Common.Message.FlsQueuedmessageInvalidSendmsgtypeMessage
1005	WotC.MTGO.Common.Message.FlsQueuedmessageDeletedMessage
1006	WotC.MTGO.Common.Message.FlsQueuedmessageAlldeletedMessage
1007	WotC.MTGO.Common.Message.FlsQueuedmessageListMessage
1008	WotC.MTGO.Common.Message.FlsQueuedmessageSendFailureMessage
1009	WotC.MTGO.Common.Message.FlsQueuedmessageGetFailureMessage
1010	WotC.MTGO.Common.Message.FlsQueuedmessageDeleteFailureMessage
1012	WotC.MTGO.Common.Message.DosPlayerEventChatMessage
1013	WotC.MTGO.Common.Message.DosPlayerEventGlobalChatMessage
1014	WotC.MTGO.Common.Message.FlsLeagueUserInitialGrantMessage
1015	WotC.MTGO.Common.Message.FlsLeagueDraftQueueInfoUpdatedMessage
1016	WotC.MTGO.Common.Message.FlsLeagueUserGeneratePoolReqMessage
1017	WotC.MTGO.Common.Message.FlsLeagueUserGeneratePoolRespMessage
1024	WotC.MTGO.Common.Message.GsConnectMessage
1025	WotC.MTGO.Common.Message.GsWatcherConnectMessage
1026	WotC.MTGO.Common.Message.GsWatcherConnectRespMessage
1028	WotC.MTGO.Common.Message.GsWatcherDisconnectMessage
1029	WotC.MTGO.Common.Message.GshReplayStartMessage
1030	WotC.MTGO.Common.Message.GshReplayStopMessage
1031	WotC.MTGO.Common.Message.GshMatchConcedeMessage
1032	WotC.MTGO.Common.Message.GshReplayCompleteMessage
1033	WotC.MTGO.Common.Message.FlsLostConnectionToGsMessage
1037	WotC.MTGO.Common.Message.GshReplayStartRespMessage
1038	WotC.MTGO.Common.Message.GshGameStartMessage
1039	WotC.MTGO.Common.Message.GshGameCompleteOnFlsMessage
1040	WotC.MTGO.Common.Message.GshAdjustGameClockReqMessage
1041	WotC.MTGO.Common.Message.GshAdjustGameClockRespMessage
1042	WotC.MTGO.Common.Message.GshSetInactivityTimerReqMessage
1043	WotC.MTGO.Common.Message.GshSetInactivityTimerRespMessage
1044	WotC.MTGO.Common.Message.GshGetInactivityTimerReqMessage
1045	WotC.MTGO.Common.Message.GshGetInactivityTimerRespMessage
1046	WotC.MTGO.Common.Message.AdmSetCardsetReleaseReqMessage
1047	WotC.MTGO.Common.Message.AdmSetCardsetReleaseRespMessage
1048	WotC.MTGO.Common.Message.DosSetCardsetReleaseReqMessage
1049	WotC.MTGO.Common.Message.DosSetCardsetReleaseRespMessage
1050	WotC.MTGO.Common.Message.DosCardsetReleaseManifestFafMessage
1051	WotC.MTGO.Common.Message.FlsCardsetReleaseManifestFafMessage
1052	WotC.MTGO.Common.Message.DosCardsetReleaseFileFafMessage
1053	WotC.MTGO.Common.Message.FlsCardsetReleaseFileFafMessage
1054	WotC.MTGO.Common.Message.FlsCardsetReleaseCheckVersionFafMessage
1055	WotC.MTGO.Common.Message.DosCardsetReleaseInitializeReqMessage
1056	WotC.MTGO.Common.Message.DosCardsetReleaseInitializeRespMessage
1057	WotC.MTGO.Common.Message.AdmGetCardsetReleaseReqMessage
1058	WotC.MTGO.Common.Message.DosGetCardsetReleaseReqMessage
1059	WotC.MTGO.Common.Message.AdmGetCardsetReleaseRespMessage
1060	WotC.MTGO.Common.Message.DosGetCardsetReleaseRespMessage
1061	WotC.MTGO.Common.Message.FlsCardsetReleaseSendFileFafMessage
1145	WotC.MTGO.Common.Message.GshGameStatusChangeMessage
1152	WotC.MTGO.Common.Message.FlsGameStatusChangeMessage
1153	WotC.MTGO.Common.Message.GsMessageMessage
1154	WotC.MTGO.Common.Message.GsCloseMatchMessage
1155	WotC.MTGO.Common.Message.GsPlayerOrderMessage
1156	WotC.MTGO.Common.Message.GsReplayMessageMessage
1163	WotC.MTGO.Common.Message.GshLostConnectionToGsMessage
1184	WotC.MTGO.Common.Message.FlsBoosterDraftSubmitPickMessage
1185	WotC.MTGO.Common.Message.FlsDraftJoinMessage
1186	WotC.MTGO.Common.Message.FlsDraftErrorMessage
1187	WotC.MTGO.Common.Message.FlsBoosterDraftStateMessage
1188	WotC.MTGO.Common.Message.FlsBoosterDraftPlayerStateMessage
1189	WotC.MTGO.Common.Message.FlsBoosterDraftPendingPickMessage
1190	WotC.MTGO.Common.Message.FlsBoosterDraftPickSucceededMessage
1191	WotC.MTGO.Common.Message.FlsBoosterDraftEndedMessage
1192	WotC.MTGO.Common.Message.FlsDraftConnectInfoMessage
1193	WotC.MTGO.Common.Message.FlsBoosterDraftOpenPackMessage
1194	WotC.MTGO.Common.Message.FlsTournamentStartDeckBuildingMessage
1195	WotC.MTGO.Common.Message.FlsTournamentSubmitDeckMessage
1196	WotC.MTGO.Common.Message.FlsTournamentSubmitDeckAckMessage
1197	WotC.MTGO.Common.Message.FlsTournamentDeckBuildingInfoMessage
1198	WotC.MTGO.Common.Message.FlsTournamentDeckBuildingInfoReqMessage
1199	WotC.MTGO.Common.Message.FlsTournamentRoundInfoMessage
1216	WotC.MTGO.Common.Message.FlsGameReplayReqMessage
1248	WotC.MTGO.Common.Message.FlsGameReplayRespMessage
1282	WotC.MTGO.Common.Message.BrokerForwardSingleMessage
1283	WotC.MTGO.Common.Message.BrokerForwardToServerMessage
1284	WotC.MTGO.Common.Message.BrokerForwardFromServerMessage
1285	WotC.MTGO.Common.Message.ForwardFromUserMessage
1286	WotC.MTGO.Common.Message.ForwardToUserListMessage
1287	WotC.MTGO.Common.Message.BrokerForwardToConnectionTypeMessage
1296	WotC.MTGO.Common.Message.BrokerChatSendAllMessage
1297	WotC.MTGO.Common.Message.BrokerChatSendListMessage
1302	WotC.MTGO.Common.Message.BrokerFlsReadyMessage
1306	WotC.MTGO.Common.Message.BrokerSystemStartMessage
1309	WotC.MTGO.Common.Message.BrokerFlsDisconnectedMessage
1310	WotC.MTGO.Common.Message.BrokerConnectReqMessage
1311	WotC.MTGO.Common.Message.BrokerConnectSuccessMessage
1314	WotC.MTGO.Common.Message.BrokerKillFlsMessage
1315	WotC.MTGO.Common.Message.BrokerUserConnectedToFlsMessage
1316	WotC.MTGO.Common.Message.BrokerUserDisconnectedFromFlsMessage
1317	WotC.MTGO.Common.Message.BrokerConnectedUserListMessage
1330	WotC.MTGO.Common.Message.SystemUnmuteUserMessage
1536	WotC.MTGO.Common.Message.DosEcomTimestampReqMessage
1539	WotC.MTGO.Common.Message.DosSiblingReqMessage
1540	WotC.MTGO.Common.Message.DosSiblingForwardReqMessage
1541	WotC.MTGO.Common.Message.DosEcomBasketReqMessage
1542	WotC.MTGO.Common.Message.DosEcomBasketSubmitReqMessage
1543	WotC.MTGO.Common.Message.DosEcomBasketClearReqMessage
1544	WotC.MTGO.Common.Message.DosEcomAddresslistReqMessage
1545	WotC.MTGO.Common.Message.DosEcomAddressCreateReqMessage
1546	WotC.MTGO.Common.Message.DosEcomAddressSetDefaultReqMessage
1547	WotC.MTGO.Common.Message.DosEcomAddressRemoveReqMessage
1548	WotC.MTGO.Common.Message.DosEcomShippingMethodsReqMessage
1555	WotC.MTGO.Common.Message.DosChannelAnnouncementAddReqMessage
1556	WotC.MTGO.Common.Message.DosChannelAnnouncementRemoveReqMessage
1557	WotC.MTGO.Common.Message.DosChannelAnnouncementRemoveAllReqMessage
1558	WotC.MTGO.Common.Message.DosEcomStoreOrderCreateReqMessage
1559	WotC.MTGO.Common.Message.DosEcomStoreOrderUpdateReqMessage
1560	WotC.MTGO.Common.Message.DosEcomStoreOrderCancelReqMessage
1563	WotC.MTGO.Common.Message.DosEcomStoreOrderReviewReqMessage
1564	WotC.MTGO.Common.Message.DosEcomStoreOrderProcessReqMessage
1566	WotC.MTGO.Common.Message.DosTradeCollectionUpdateReqMessage
1567	WotC.MTGO.Common.Message.DosLoginProfileTypeChangeReqMessage
1568	WotC.MTGO.Common.Message.DosEcomStoreOrderSummaryHistoryReqMessage
1569	WotC.MTGO.Common.Message.DosEcomStoreOrderSummaryHistoryRespMessage
1570	WotC.MTGO.Common.Message.DosEcomStoreOrderDetailHistoryReqMessage
1571	WotC.MTGO.Common.Message.DosEcomStoreOrderDetailHistoryRespMessage
1572	WotC.MTGO.Common.Message.DosEcomStoreOrderHistoryErrorMessage
1573	WotC.MTGO.Common.Message.DosLoginQuestionReqMessage
1576	WotC.MTGO.Common.Message.DosCollectionItemsPermissionsUpdateRespMessage
1596	WotC.MTGO.Common.Message.DosSetServerStateReqMessage
1597	WotC.MTGO.Common.Message.DosSetServerStateRespMessage
1598	WotC.MTGO.Common.Message.DosInternalLoginStateReqMessage
1599	WotC.MTGO.Common.Message.DosInternalLoginStateRespMessage
1601	WotC.MTGO.Common.Message.DosConstructedTournamentDeckRespMessage
1602	WotC.MTGO.Common.Message.DosConstructedTournamentDeckErrorRespMessage
1603	WotC.MTGO.Common.Message.DosGetServerStateReqMessage
1604	WotC.MTGO.Common.Message.DosGetServerStateRespMessage
1605	WotC.MTGO.Common.Message.DosCarouselAdAddReqMessage
1606	WotC.MTGO.Common.Message.DosCarouselAdDeleteReqMessage
1607	WotC.MTGO.Common.Message.DosCarouselAdAddRespMessage
1608	WotC.MTGO.Common.Message.DosCarouselAdDeleteRespMessage
1611	WotC.MTGO.Common.Message.DosCarouselAdListReqMessage
1612	WotC.MTGO.Common.Message.DosCarouselAdListRespMessage
1613	WotC.MTGO.Common.Message.DosCarouselAdEditReqMessage
1614	WotC.MTGO.Common.Message.DosCarouselAdEditRespMessage
1664	WotC.MTGO.Common.Message.DosEcomTimestampRespMessage
1668	WotC.MTGO.Common.Message.DosSiblingRespMessage
1669	WotC.MTGO.Common.Message.DosEcomBasketRespMessage
1670	WotC.MTGO.Common.Message.DosEcomBasketSubmitSuccessMessage
1671	WotC.MTGO.Common.Message.DosEcomBasketSubmitFailureMessage
1672	WotC.MTGO.Common.Message.DosEcomBasketClearRespMessage
1673	WotC.MTGO.Common.Message.DosEcomErrorMessage
1674	WotC.MTGO.Common.Message.DosEcomAddresslistRespMessage
1675	WotC.MTGO.Common.Message.DosEcomAddresslistFailureRespMessage
1676	WotC.MTGO.Common.Message.DosEcomAddressSetDefaultRespMessage
1677	WotC.MTGO.Common.Message.DosEcomAddressSetDefaultFailureRespMessage
1678	WotC.MTGO.Common.Message.DosEcomAddressCreateRespMessage
1679	WotC.MTGO.Common.Message.DosEcomAddressCreateFailureRespMessage
1680	WotC.MTGO.Common.Message.DosEcomAddressRemoveRespMessage
1681	WotC.MTGO.Common.Message.DosEcomAddressRemoveFailureRespMessage
1683	WotC.MTGO.Common.Message.DosEcomShippingMethodsRespMessage
1684	WotC.MTGO.Common.Message.DosEcomShippingMethodsFailureRespMessage
1685	WotC.MTGO.Common.Message.DosUserDisciplineUpdateRespMessage
1696	WotC.MTGO.Common.Message.DosChannelAnnouncementAddRespMessage
1697	WotC.MTGO.Common.Message.DosChannelAnnouncementRemoveRespMessage
1698	WotC.MTGO.Common.Message.DosChannelAnnouncementRemoveAllRespMessage
